索引=32(2位鱼线组号)（1位0~8客户端表/9服务端表）（1位序号）000 ,鱼id,帧,轨迹
320106041,100000008,1201,11112
320106044,100000009,1218,9990
320106051,100000011,1436,9993
320106054,100000012,1501,6660
320106055,100000007,1501,5552
320106058,100000008,1593,7779
320106060,100000012,1653,6660
320106067,100000009,1801,9991
320106069,100000011,1814,7771
320106071,100,1890,2011
320106073,100000009,2097,7779
320106074,100000007,2101,5550
320106076,100000050,2102,5553
320106080,100000051,2401,4
320106083,100000012,2402,7771
320106086,100,2502,2004
320106087,100,2505,2050
320106089,100000009,2701,5552
320106090,100000009,2701,9993
320106096,100,3001,2002
320106101,100000012,3301,6661
320106103,100000008,3301,7778
320106105,100000014,3302,13
320106108,100,3315,2049
320106113,100000011,3576,7776
320106115,100000004,3578,7772
320106118,100,3601,2054
320106119,100000011,3601,7775
320106121,100,3632,2046
320106122,100000013,3786,3331
320106123,100,3787,2019
320106124,100000101,3901,11
320106127,100,3902,2031
320106128,100000008,3904,11113
320106129,100000050,3937,7771
320106131,100000005,3966,7772
320106134,100000011,4112,7773
320106137,100000009,4201,8882
320106138,100000012,4203,7774
320106139,100,4303,2044
320106141,100000010,4407,880
320106143,100000006,4421,11113
320106144,100000006,4463,5554
320106145,100000008,4466,3333
320106150,100000011,4572,7773
320106151,100,4575,2056
320106153,100000010,4656,11110
320106154,100000008,4668,8880
320106155,100000014,4700,14
320106156,100000051,4734,663
320106157,100000013,4734,3332
320106160,100000010,4801,7777
320106161,100,4801,2005
320106163,100000007,4859,771
320106166,100000007,4937,771
320106167,100,4984,2050
320106169,100000008,5083,7779
320106172,100000012,5101,6663
320106173,100000012,5101,7774
320106177,100,5125,2038
320106179,100000011,5346,14
320106183,100000011,5403,9993
320106185,100000013,5514,3333
320106186,100,5562,2017
320106187,100000005,5657,7774
320106188,100,5701,2008
320106191,100000014,5702,5551
320106192,100000008,5702,11120
320106193,100000008,5812,11111
320106195,100000050,5937,771
320106198,100000012,6001,6660
320106201,100,6131,2039
320106202,100000013,6132,3330
320106203,100,6171,2032
320106205,100000009,6210,11120
320106207,100000014,6301,12
320106208,100000007,6301,5550
320106209,100000011,6301,7775
320106214,100000010,6384,771
320106215,100000010,6421,331
320106217,100000010,6468,552
320106218,100000010,6478,11111
320106219,100000010,6524,552
320106220,100000010,6576,11111
320106221,100000301,6600,1
320106224,100000009,6603,7778
320106225,100000013,6740,3331
320106227,100000011,6811,9992
320106230,100000014,6901,5550
320106231,100000012,6901,7777
320106232,100,6901,2033
320106233,100000012,6902,7772
320106234,100000010,6902,5553
320106237,100000010,7127,7774
320106239,100000011,7183,9993
320106240,100,7201,2048
320106242,100,7202,2043
320106243,100000011,7203,9990
320106244,100000013,7281,771
320106248,100000008,7383,11110
320106249,100000013,7420,3333
320106254,100000009,7502,11120
320106258,100000007,7734,5554
320106259,100000006,7799,8882
320106261,100000012,7801,6661
320106263,100000009,7804,7778
320106265,100,7905,2147
320106272,100000011,8104,7770
320106275,100,8267,2033
320106276,100000005,8337,3334
320106277,100000010,8337,6663
320106280,100000004,8337,7776
320106286,100000051,8566,7774
320106290,100,8701,2056
320106292,100000014,8701,7774
320106293,100000050,8702,5553
320106295,100000010,8703,5551
320106297,100000013,8968,3332
320106299,100000009,8987,11111
320106302,100000013,9105,3330
320106304,100000014,9301,5551
320106306,100,9302,2015
320106309,100,9308,2038
320106312,100000050,9361,7772
320106318,100000013,9601,3332
320106320,100,9602,2003
320106322,100000013,9713,3335
320106325,100000009,9816,11120
320106328,100000011,9901,7776
320106336,100000009,10201,11110
320106338,100000010,10202,5554
320106340,100000006,10271,882
320106341,100000009,10301,7779
320106344,100,10501,2004
320106346,100000014,10501,5554
320106350,100,10503,2048
320106352,100000010,10640,11111
320106354,100000011,10684,7775
320106356,100000011,10801,9993
320106357,100000011,10802,7772
320106360,100000013,10986,3331
320106366,100000010,11234,550
320106368,100000009,11281,7773
320106373,100000050,11401,2
320106374,100000012,11401,6661
320106375,100000006,11401,8883
320106378,100000013,11437,3331
320106384,100000011,11701,7771
320191008,100000101,436,13
320193088,100000007,9421,11111
320191064,100000103,4501,1
320194076,100000013,10585,8881
320191000,100000050,0,7772
320196085,100000008,8625,335
320191001,100000050,0,774
320191002,100000301,1,11
320191003,100000008,1,881
320194072,100000104,9901,4
320191004,100000008,46,881
320195004,100000101,454,7776
320191005,100000008,93,881
320191006,100000014,114,5553
320191007,100000005,134,663
320191009,100000050,575,3
320193034,100000005,3070,12
320191010,100000010,843,7771
320196067,100000151,6301,2
320191011,100000052,903,5551
320191012,100000010,939,7771
320193037,100000102,3601,6663
320196072,100000104,7201,4
320191013,100000103,993,3
320193086,100000101,9325,7775
320191014,100000010,1012,2
320191015,100000009,1012,882
320196078,100000105,7700,13
320196099,100000007,9218,553
320192068,100000009,8687,330
320191016,100000010,1031,7771
320192069,100000006,8750,11126
320191017,100000010,1093,7771
320196068,100000051,6562,21
320192070,100000006,8812,11126
320191018,100000053,1338,7776
320191019,100000201,1385,17
320194056,100000302,7575,20
320191020,100000051,1502,7772
320191021,100000008,1562,14
320191022,100000101,1789,7774
320196071,100000103,6962,13
320191023,100000302,1801,2
320194052,100000104,7201,4
320192076,100000006,9046,11126
320191024,100000050,1801,7771
320195057,100000053,6796,5554
320193097,100000008,10475,4
320191025,100000051,1906,3
320192077,100000010,9262,552
320192078,100000102,9377,3335
320196051,100000010,4968,770
320191026,100000010,2165,7776
320191027,100000102,2237,11
320191028,100000050,2358,7775
320191029,100000104,2512,4
320196056,100000105,5262,4
320191030,100,2646,2017
320195078,100000051,9537,13
320192067,100000006,8687,11126
320196062,100000010,5862,1
320191031,100000101,2765,1
320192084,100000105,10140,2
320191032,100000201,2828,663
320195000,100000053,0,15
320191033,100000104,3100,6662
320192085,100000006,10468,881
320196052,100000101,5101,663
320192086,100000104,10502,5550
320191034,100000008,3150,7774
320191035,100000003,3203,881
320191036,100000003,3265,881
320191037,100000050,3320,663
320193062,100000050,7637,7773
320191038,100000003,3333,881
320192075,100000101,9004,2
320191039,100000010,3398,11127
320195050,100000152,5912,3336
320195087,100000301,10801,4
320191040,100000301,3406,18
320191041,100000003,3406,881
320194054,100000050,7406,3335
320191042,100000008,3421,3333
320192055,100000008,7075,334
320191043,100000007,3457,21
320195038,100000102,4501,4
320192040,100000303,5104,18
320191044,100000003,3468,881
320192041,100000102,5179,5552
320195044,100000105,5401,4
320191045,100000008,3476,3333
320192042,100000008,5234,337
320191046,100000053,3512,7773
320191047,100000008,3546,3333
320191048,100000003,3546,881
320193073,100000201,8775,880
320191049,100000008,3609,3333
320191050,100000008,3656,3333
320192063,100000008,8075,11123
320196074,100000006,7462,7773
320196111,100000050,10375,7775
320191051,100000101,3677,12
320193028,100000010,2387,220
320191052,100000008,3703,3333
320192048,100000201,6000,16
320196081,100000014,7987,6661
320192049,100000008,6037,332
320191053,100000050,3725,2
320195027,100000053,3200,5551
320191054,100000151,3843,663
320192050,100000009,6117,11
320191055,100000007,4054,7770
320191056,100000010,4125,11110
320196077,100000102,7550,14
320191057,100000102,4140,5552
320195073,100000303,8554,5550
320196076,100000201,7546,663
320191058,100000010,4187,11110
320196019,100000010,2171,5553
320191059,100000101,4237,11126
320192056,100000009,7093,7777
320191060,100000010,4265,11110
320195028,100000103,3300,18
320191061,100000008,4273,11124
320192057,100000104,7201,1
320196024,100000004,2343,8880
320192058,100000050,7250,661
320191062,100000105,4325,6662
320191063,100000010,4343,11110
320196030,100000050,2701,1
320191065,100000004,4550,220
320196020,100000008,2203,11121
320191066,100000010,4682,223
320191067,100000004,4705,774
320196058,100000051,5525,10
320191068,100000005,4890,7775
320196065,100000010,6181,9990
320191069,100000010,4984,335
320191070,100000007,5031,771
320194083,100000009,11226,11121
320191071,100000102,5062,11127
320191072,100000007,5093,771
320193049,100000053,5401,4
320191073,100000008,5145,11112
320191074,100000007,5160,771
320194079,100000009,10912,10
320194042,100000013,5825,663
320191075,100000007,5234,771
320191076,100000010,5312,3332
320195092,100000101,11348,7771
320195012,100000104,1325,17
320191077,100000151,5328,22
320196008,100000005,991,5554
320191078,100000010,5359,3331
320196063,100000005,5992,11112
320194075,100000152,10350,16
320191079,100000010,5390,3332
320194045,100000103,6150,1
320191080,100000010,5400,3331
320191081,100000053,5401,2
320194035,100000103,4725,4
320191082,100000050,5401,7775
320191083,100000014,5406,7770
320194041,100000101,5523,7775
320191084,100000010,5437,773
320194040,100000050,5475,6661
320191085,100000010,5437,3331
320194047,100000301,6301,1
320191086,100000010,5456,3332
320196098,100000007,9184,553
320195002,100000050,1,10
320191087,100000014,5484,7774
320191088,100000010,5484,3331
320196045,100000013,4262,5554
320194036,100000051,4987,660
320193033,100000103,2987,18
320191089,100000010,5515,3332
320194027,100000105,3601,2
320191090,100000010,5546,3331
320191091,100000010,5562,3332
320191092,100000010,5619,3332
320194032,100000050,4201,3335
320191093,100000010,5703,3332
320191094,100000103,5793,11
320194059,100000051,7975,663
320194038,100000105,5200,3
320191095,100000008,5812,661
320191096,100000014,5968,3
320191097,100000050,6046,772
320193074,100000151,8887,17
320191098,100,6105,2022
320194055,100000010,7546,222
320194018,100000008,2487,221
320191099,100000152,6265,20
320194025,100000009,3362,3
320191100,100000053,6318,19
320196112,100000102,10570,3334
320193077,100000007,9046,11111
320191101,100000014,6350,7776
320194031,100000201,4171,7770
320191102,100000050,6469,7774
320191103,100,6584,2016
320196038,100000053,3601,3
320191104,100000101,6584,13
320196029,100000151,2676,10
320194069,100000010,9351,771
320191105,100000201,6618,17
320191106,100000105,7031,7777
320193035,100000104,3361,660
320193014,100000010,1546,331
320191107,100000006,7187,7771
320193021,100000010,1722,331
320192104,100000053,11859,7775
320191108,100000104,7201,1
320192105,100000105,12149,5554
320191109,100000301,7337,20
320193011,100000010,1468,331
320191110,100000102,7406,5552
320192106,100000050,12437,7777
320196122,100000105,11759,7775
320191111,100000005,7700,7775
320193040,100000010,3975,7773
320191112,100000104,7803,21
320195049,100000008,5775,331
320191113,100000008,7812,662
320191114,100000201,7939,5552
320196118,100000201,11090,7772
320195014,100000008,1687,11123
320191115,100000014,8101,2
320196010,100000201,1269,10
320195021,100000151,2701,1
320192112,100000105,13421,6662
320191116,100000006,8162,13
320196017,100000105,2025,2
320194057,100000010,7737,222
320193012,100000010,1484,331
320191117,100000101,8344,7770
320192113,100000101,13726,7772
320193003,100000103,450,16
320192114,100000151,13980,2
320191118,100,8367,2007
320191119,100000008,8537,11112
320191120,100000009,8725,12
320194053,100000010,7300,7772
320191121,100000104,8789,663
320191122,100000007,8789,220
320192007,100000051,1112,882
320191123,100000053,8884,772
320193084,100000008,9234,331
320191124,100000010,8984,7771
320191125,100000151,9210,16
320193102,100000014,11062,663
320191126,100000051,9281,3
320196015,100000004,1887,7777
320191127,100000050,9281,773
320195042,100000004,5102,11122
320195079,100000105,9562,14
320193024,100000101,2102,663
320191128,100000014,9337,2
320191129,100000013,9625,11122
320191130,100000014,9687,6661
320192015,100000152,2237,16
320191131,100000003,9718,5553
320192000,100000006,112,336
320191132,100000003,9765,5553
320195084,100000102,10187,4
320192001,100000101,315,6661
320191133,100000201,9798,7774
320196000,100000008,37,553
320192002,100000012,315,5553
320191134,100000003,9812,5553
320191135,100000050,9825,8883
320191136,100000003,9869,5553
320191137,100,9882,2004
320195031,100000105,3601,1
320191138,100000104,9901,3
320192023,100000010,2625,770
320191139,100000003,9921,5553
320195070,100000009,8025,12
320195091,100000103,11100,10
320193068,100000007,8203,331
320192008,100000201,1234,18
320191140,100000105,9943,11126
320192009,100000052,1406,3
320191141,100000003,9968,5553
320194082,100000104,11137,2
320191142,100000003,10015,5553
320192010,100000007,1487,772
320195026,100000005,2859,881
320191143,100000051,10203,770
320191144,100000151,10218,18
320195016,100000008,1801,4
320191145,100000050,10297,20
320194078,100000102,10801,4
320191146,100000103,10710,11121
320192031,100000201,3674,11122
320191147,100000010,10801,3
320192016,100000010,2390,770
320191148,100000051,10937,14
320192017,100000010,2468,770
320191149,100000102,11069,15
320192018,100000007,2468,11110
320191150,100000008,11125,11121
320193095,100000007,10125,11125
320191151,100000050,11384,11
320191152,100000101,11405,6662
320191153,100000104,11701,3
320195015,100000102,1762,3
320191154,100000151,11953,15
320192039,100000050,4979,663
320195054,100000014,6301,2
320195075,100000006,8850,660
320191155,100000201,12003,7771
320193052,100000010,6025,15
320191156,100,12203,2017
320192024,100000104,2701,3
320195061,100000007,7275,661
320192025,100000102,2895,5552
320191157,100000007,12428,221
320192026,100000050,2912,1
320191158,100000105,12587,15
320195010,100000011,1237,1
320191159,100000101,12609,5550
320191160,100000102,12915,5550
320191161,100000051,12942,7776
320194062,100000151,8250,19
320191162,100000053,13093,2
320192047,100000104,5953,11124
320191163,100000011,13359,11125
320192032,100000008,3837,6661
320191164,100000013,13593,3330
320192033,100000102,4012,663
320191165,100000013,13633,9992
320194058,100000104,7804,4
320191166,100000105,13816,9993
320192034,100000302,4175,10
320195043,100000007,5387,10
320191167,100000103,13852,660
320191168,100000104,14062,223
320192003,100000050,487,2
320193072,100000053,8400,10
320192004,100000104,543,3
320192005,100000151,901,3
320193090,100000007,9546,11111
320192006,100000006,944,883
320192011,100000101,1781,7774
320192012,100000301,1906,663
320194085,100000301,11701,1
320192013,100000007,2101,880
320192014,100000103,2175,10
320192019,100000101,2531,6661
320192020,100000005,2531,11123
320192021,100000010,2546,770
320192022,100000008,2621,552
320192027,100000301,3109,12
320196022,100000004,2265,8880
320193048,100000101,5101,5552
320192028,100000151,3234,10
320192029,100000009,3387,660
320192030,100000105,3601,3
320192035,100000005,4201,1
320192036,100000104,4501,4
320194061,100000008,8078,1
320195048,100000051,5718,3336
320192037,100000007,4650,7776
320192038,100000052,4822,11127
320196011,100000010,1502,5554
320192043,100000009,5400,13
320193032,100000201,2742,17
320192044,100000009,5401,1
320192045,100000105,5437,9991
